address,category,subcategory,coords.lat,coords.lon,date,location
"Via Tortona, 44, 20144 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4524945,9.1651579,1/17/2021,lombardia-milano-milano
Via Torino,RAPINA,Rapina in Esercizio Commerciale,45.4609569,9.1844624,1/27/2021,lombardia-milano-milano
"Piazza Leonardo da Vinci, 20133 Milano MI",RAPINA,Rapina in Strada,45.4768959,9.2263867,1/15/2021,lombardia-milano-milano
Via Varesina,FURTO,Furto in Abitazione,45.5022887,9.1400068,2/10/2021,lombardia-milano-milano
Via Giuseppe Meda,RAPINA,Rapina in Esercizio Commerciale,45.4426979,9.1789438,2/2/2021,lombardia-milano-milano
"Via Antonio Mambretti, 29-21, 20157 Milano MI",FURTO,Furto Auto,45.5093176,9.1319049,1/22/2020,lombardia-milano-milano
Via Giovanni Battista Grassi,RAPINA,Rapina in Esercizio Commerciale,45.5120875,9.1276458,1/24/2021,lombardia-milano-milano
"Via Antonio Mambretti, 29-21, 20157 Milano MI",FURTO,Furto Auto,45.5093176,9.1319049,2/18/2020,lombardia-milano-milano
"Viale Campania, 6, 20133 Milano MI",FURTO,Furto Ciclo/Motociclo,45.462842,9.2243691,2/11/2021,lombardia-milano-milano
Barona,RAPINA,Rapina in Esercizio Commerciale,45.4307236,9.153586499,1/27/2021,lombardia-milano-milano
"Via Ovada, 20, 20142 Milano MI",FURTO,Furto Auto,45.4361163,9.1647549,2/3/2021,lombardia-milano-milano
"Via Antonio Sacchini, 34, 20131 Milano MI",FURTO,Furto in Esercizio Commerciale,45.484469,9.2202313,2/13/2021,lombardia-milano-milano
"Via Giuseppe Ripamonti, 193, 20141 Milano MI",FURTO,Furto Ciclo/Motociclo,45.429391,9.2024413,2/4/2021,lombardia-milano-milano
"Corso Lodi, 98, 20153 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.44186695,9.218620681,2/13/2021,lombardia-milano-milano
"Viale Abruzzi, 54, 20131 Milano MI",FURTO,Furto in Esercizio Commerciale,45.4808637,9.2173145,2/1/2021,lombardia-milano-milano
"Via Francesco Caracciolo, 2-18, 20155 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4937954,9.1652263,1/17/2021,lombardia-milano-milano
Piazza Stuparich,FURTO,Furto Risorse Energetiche,45.482797,9.143907,2/15/2021,lombardia-milano-milano
Piazza del Duomo,RAPINA,Rapina in Esercizio Commerciale,45.46406575,9.190662109,1/28/2021,lombardia-milano-milano
"Via Mario Morgantini, 15, 20148 Milano MI",FURTO,Furto in Esercizio Commerciale,45.469766,9.133976,1/18/2021,lombardia-milano-milano
Via Brisa,FURTO,Furto in Esercizio Commerciale,45.4649704,9.1803191,1/11/2021,lombardia-milano-milano
Via Arsia,RAPINA,Rapina in Strada,45.5142394,9.1283517,1/28/2021,lombardia-milano-milano
"Viale Fulvio Testi, 20126 Milano MI",RAPINA,Rapina in Strada,45.519142,9.207893,1/22/2021,lombardia-milano-milano
Piazza Riccardo Wagner,RAPINA,Rapina in Esercizio Commerciale,45.4678959,9.1554579,3/2/2021,lombardia-milano-milano
Viale Edoardo Jenner,RAPINA,Rapina in Esercizio Commerciale,45.4967736,9.1746323,3/7/2021,lombardia-milano-milano
"Viale Beatrice d'Este, 5, 20122 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4522836,9.1868856,1/14/2021,lombardia-milano-milano
"P.za del Duomo, 20121 Milano MI",FURTO,Furto in Esercizio Commerciale,45.464691,9.19187,1/6/2021,lombardia-milano-milano
Via Marco D'Agrate,RAPINA,Rapina in Esercizio Commerciale,45.4368375,9.2163117,1/31/2021,lombardia-milano-milano
Corso Lodi,RAPINA,Rapina in Esercizio Commerciale,45.4491372,9.207126,1/18/2021,lombardia-milano-milano
"Via Giuseppe de Finetti, 2-4, 20142 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4248827,9.1580154,1/28/2021,lombardia-milano-milano
Via Carlo Farini,FURTO,Furto Auto,45.4878993,9.1823252,2/2/2021,lombardia-milano-milano
Piazzale Vincenzo Cuoco,FURTO,,45.4507989,9.2244695,1/23/2021,lombardia-milano-milano
"Viale Monte Santo, 4716, 20124 Milano MI",RAPINA,Rapina in Strada,45.4792237,9.1942062,1/20/2021,lombardia-milano-milano
Viale Sabotino,RAPINA,Rapina in Esercizio Commerciale,45.45110641,9.19935654,1/24/2021,lombardia-milano-milano
"Piazza Cordusio, 2, 20123 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.465226,9.185936,2/10/2021,lombardia-milano-milano
Via Alberto Einstein,FURTO,Furto in Abitazione,45.450711,9.2168469,1/12/2021,lombardia-milano-milano
"Affori Centro, 20161 Milano MI",FURTO,Furto Ciclo/Motociclo,45.5135543,9.1739799,1/19/2021,lombardia-milano-milano
"Via Privata Val Mesolcina, 2, 20139 Milano MI",RAPINA,Rapina in Strada,45.4399,9.226094,1/26/2021,lombardia-milano-milano
"Via Pellegrino Rossi, 44, 20161 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.5152785,9.1726855,3/7/2019,lombardia-milano-milano
Corso di Porta Vittoria,RAPINA,Rapina in Strada,45.4622474,9.204821,2/10/2021,lombardia-milano-milano
"Via Giovanni Spadolini, 20141 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4423314,9.1936821,2/7/2021,lombardia-milano-milano
"Via Carlo Imbonati, 20159 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.4982386,9.184596,1/18/2021,lombardia-milano-milano
Viale Tibaldi,RAPINA,Rapina in Esercizio Commerciale,45.443606,9.1795366,1/14/2021,lombardia-milano-milano
Via Vespucci,RAPINA,,45.480472,9.192692,2/11/2019,lombardia-milano-milano
"Parco Guido Vergani, Via Giorgio Pallavicino, 20145 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4706,9.161451,1/30/2021,lombardia-milano-milano
"Piazzale Selinunte, 4, 20148 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.4721544,9.1382074,1/30/2021,lombardia-milano-milano
"Via Cino del Duca, 8, 20122 Milano MI",RAPINA,Rapina in Abitazione,45.466296,9.199189,1/3/2021,lombardia-milano-milano
"Via Filippo Turati, 19-9, 20121 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4737682,9.1949194,1/19/2021,lombardia-milano-milano
"Via del Pettirosso, 20147 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4570896,9.1208885,1/28/2021,lombardia-milano-milano
"Via Gianfranco Zuretti, 54, 20125 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4958312,9.2101912,2/6/2021,lombardia-milano-milano
"Piazza Piero Gobetti, 20131 Milano MI",FURTO,Furto Ciclo/Motociclo,45.485547,9.234067,2/1/2021,lombardia-milano-milano
"Via Lorenzo Bartolini, 2-14, 20155 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4891628,9.1559941,1/18/2021,lombardia-milano-milano
Via Melloni,FURTO,Furto Auto,45.46683261,9.216073971,3/5/2021,lombardia-milano-milano
"Via Moscova, Milano",FURTO,Furto in Esercizio Commerciale,45.481046,9.190002,2/24/2021,lombardia-milano-milano
"Piazza Diaz, Milano",FURTO,Furto Auto,45.462706,9.1902,2/11/2019,lombardia-milano-milano
Via Vincenzo Monti,RAPINA,Rapina in Strada,45.466489,9.175032,2/18/2018,lombardia-milano-milano
Piazza Prealpi,RAPINA,Rapina in Strada,45.495069,9.15412,2/2/2019,lombardia-milano-milano
Viale Suzzani,RAPINA,Rapina in Esercizio Commerciale,45.503627,9.196391,1/10/2019,lombardia-milano-milano
"Viale Certosa, Milano",RAPINA,Rapina in Esercizio Commerciale,45.488671,9.154641,1/12/2018,lombardia-milano-milano
"Via Ruggero Boscovich, 20124 Milano MI",FURTO,,45.4823684,9.2028659,1/31/2019,lombardia-milano-milano
Via Cesare Battisti,RAPINA,Rapina in Esercizio Commerciale,45.463202,9.198892,1/5/2018,lombardia-milano-milano
Via Moscova,FURTO,Furto in Abitazione,45.481046,9.190002,1/2/2020,lombardia-milano-milano
Viale Faenza,RAPINA,Rapina in Esercizio Commerciale,45.436932,9.1534439,3/11/2021,lombardia-milano-milano
"Via Legnone, 22, 20159 Milano MI",FURTO,Furto in Abitazione,45.4974058,9.1818191,1/25/2018,lombardia-milano-milano
Via Oglio,RAPINA,Rapina in Esercizio Commerciale,45.44040142,9.2184522,2/23/2021,lombardia-milano-milano
"Via Giambellino, 113-111, 20146 Milano MI",FURTO,Furto Ciclo/Motociclo,45.4506667,9.1484408,2/15/2021,lombardia-milano-milano
"Via Antonio Mambretti, 29-21, 20157 Milano MI",FURTO,Furto Auto,45.5093176,9.1319049,1/11/2020,lombardia-milano-milano
Piazzale Principessa Clotilde,FURTO,Furto in Esercizio Commerciale,45.4795563,9.1923811,1/9/2021,lombardia-milano-milano
Via Padre Gerardo Beccaro,FURTO,Furto Ciclo/Motociclo,45.5161011,9.2160939,3/9/2021,lombardia-milano-milano
"Via Privata Pienza, 20-34, 20142 Milano MI",FURTO,Furto Ciclo/Motociclo,45.420381,9.1672297,1/24/2021,lombardia-milano-milano
"Viale Coni Zugna, 6, 20144 Milano MI",RAPINA,Rapina in Strada,45.457887,9.166373,2/26/2021,lombardia-milano-milano
"Via Montenapoleone, Milano",FURTO,Furto in Esercizio Commerciale,45.470015,9.192868,1/25/2020,lombardia-milano-milano
Piazza Tre Torri,FURTO,Furto in Esercizio Commerciale,45.4782237,9.156216426,2/23/2021,lombardia-milano-milano
"Viale Tibaldi, Milano",RAPINA,Rapina in Esercizio Commerciale,45.445275,9.186425,2/24/2020,lombardia-milano-milano
Via Riva di Trento,RAPINA,Rapina in Strada,45.4373492,9.2119872,3/8/2021,lombardia-milano-milano
"Via Privata Filippo Abbiati, 4, 20148 Milano MI",FURTO,Furto in Esercizio Commerciale,45.472157,9.140251,1/9/2019,lombardia-milano-milano
Via Isonzo,FURTO,Furto in Abitazione,45.44706618,9.20429844,3/2/2021,lombardia-milano-milano
"Via Enrico Schievano, 10, 20152 Milano MI",FURTO,Furto Auto,45.44346,9.1593889,2/10/2018,lombardia-milano-milano
Corso Lodi,FURTO,Furto in Esercizio Commerciale,45.451555,9.203196,2/14/2021,lombardia-milano-milano
Viale Umbria,FURTO,Furto Auto,45.4605906,9.2175751,3/1/2021,lombardia-milano-milano
Via Mascagni,FURTO,Furto in Esercizio Commerciale,45.46581,9.200644,1/13/2021,lombardia-milano-milano
"Viale Certosa, Milano",RAPINA,Rapina in Esercizio Commerciale,45.488671,9.154641,1/9/2020,lombardia-milano-milano
Viale Sauro,RAPINA,Rapina in Strada,45.49144,9.197487,1/7/2021,lombardia-milano-milano
Via De Ruggiero,FURTO,,45.418493,9.17552,1/3/2018,lombardia-milano-milano
"Via Giuseppe Dezza, 20144 Milano MI",FURTO,Furto Ciclo/Motociclo,45.458898,9.163946,2/9/2018,lombardia-milano-milano
Via Marghera,FURTO,Furto Auto,45.4677078,9.1548731,3/11/2021,lombardia-milano-milano
Piazza della Repubblica,RAPINA,Rapina in Strada,45.4794317,9.1986344,2/22/2021,lombardia-milano-milano
Corso Lodi,FURTO,Furto Ciclo/Motociclo,45.451555,9.203196,2/9/2021,lombardia-milano-milano
Piazza Santa Maria Beltrade,FURTO,Furto in Abitazione,45.4628519,9.1864975,3/3/2021,lombardia-milano-milano
"Viale Certosa, Milano",FURTO,Furto in Esercizio Commerciale,45.488671,9.154641,3/13/2018,lombardia-milano-milano
Viale Sarca,RAPINA,Rapina in Strada,45.505217,9.203916,2/23/2021,lombardia-milano-milano
"Via Giuseppe Dezza, 15, 20144 Milano MI",RAPINA,Rapina in Strada,45.461357,9.159924,2/26/2021,lombardia-milano-milano
Corso Vercelli,FURTO,,45.466186,9.164647,2/6/2021,lombardia-milano-milano
Corso Di Porta Romana,RAPINA,Rapina in Strada,45.46024,9.189005,1/6/2020,lombardia-milano-milano
Via Fatebenefratelli,FURTO,,45.472946,9.192127,1/2/2021,lombardia-milano-milano
Via Doria,RAPINA,Rapina in Strada,45.484959,9.207543,1/15/2020,lombardia-milano-milano
"Piazza Duca d'Aosta, 8, 20124 Milano MI",RAPINA,Rapina in Strada,45.484805,9.202877,1/6/2019,lombardia-milano-milano
Via Dei Transiti,RAPINA,,45.490912,9.219277,3/21/2019,lombardia-milano-milano
"Via Etna, 2, 20144 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.461797,9.1558,2/24/2019,lombardia-milano-milano
"Piazzale Luigi Cadorna, 20123 Milano MI",FURTO,,45.468086,9.17595,2/13/2020,lombardia-milano-milano
"Piazza dell'Ospedale Maggiore, 3, 20162 Milano MI",FURTO,Furto Ciclo/Motociclo,45.509013,9.189555,3/4/2021,lombardia-milano-milano
Via Lazzaro Spallanzani,FURTO,Furto in Esercizio Commerciale,45.4774543,9.2089271,3/23/2021,lombardia-milano-milano
"Via Padova, 191-189, 20132 Milano MI",FURTO,Furto Ciclo/Motociclo,45.502697,9.238657,3/18/2021,lombardia-milano-milano
"Via Nicola Fabrizi, 6-14, 20157 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.510852,9.132517,2/4/2020,lombardia-milano-milano
Via Nicola Antonio Porpora,RAPINA,Rapina in Strada,45.4860049,9.2191648,3/29/2021,lombardia-milano-milano
"Via Privata Galeno, 25, 20126 Milano MI",FURTO,Furto in Esercizio Commerciale,45.519893,9.224329,2/24/2019,lombardia-milano-milano
Via Lucio Cornelio Silla,FURTO,Furto in Esercizio Commerciale,45.4872681,9.083704,3/16/2021,lombardia-milano-milano
"Centrale, 20125 Milano MI",RAPINA,Rapina in Strada,45.484645,9.20298,1/8/2021,lombardia-milano-milano
Via Amilcare Ponchielli,FURTO,Furto Ciclo/Motociclo,45.4814764,9.2122236,3/15/2021,lombardia-milano-milano
"Piazza della Repubblica, 20124 Milano MI",RAPINA,Rapina in Strada,45.478885,9.197679,2/23/2021,lombardia-milano-milano
"Via Mecenate, Milano",RAPINA,Rapina in Esercizio Commerciale,45.456214,9.243394,3/16/2018,lombardia-milano-milano
"Via Larga, 8, 20122 Milano MI",FURTO,Furto in Esercizio Commerciale,45.462098,9.193011,1/28/2021,lombardia-milano-milano
Viale Andrea Doria,FURTO,Furto Auto,45.484959,9.207543,3/21/2019,lombardia-milano-milano
"Via Gian Francesco Pizzi, 17, 20141 Milano MI",FURTO,Furto Ciclo/Motociclo,45.437022,9.202283,3/18/2021,lombardia-milano-milano
"Via Franchino Gaffurio, 4, 20124 Milano MI",FURTO,Furto in Esercizio Commerciale,45.484995,9.209544,1/24/2019,lombardia-milano-milano
"Piazza Cordusio, 2, 20123 Milano MI",RAPINA,,45.465556,9.185639,2/26/2021,lombardia-milano-milano
"Via Ferruccio Parri, 20152 Milano MI",FURTO,Furto Ciclo/Motociclo,45.455436,9.113304,3/8/2021,lombardia-milano-milano
Via Novara,FURTO,Furto in Esercizio Commerciale,45.4682568,9.1294355,3/29/2021,lombardia-milano-milano
"Viale Giovanni Suzzani, 157-145, 20162 Milano MI",FURTO,Furto Ciclo/Motociclo,45.516025,9.203188,3/22/2021,lombardia-milano-milano
"Viale Fulvio Testi, 300/302, 20126 Milano MI",FURTO,Furto Ciclo/Motociclo,45.526827,9.212128,3/6/2021,lombardia-milano-milano
"Via Giovanni Pontano, 20127 Milano MI",RAPINA,Rapina in Strada,45.497043,9.224307,2/8/2021,lombardia-milano-milano
Viale Abruzzi,FURTO,Furto in Abitazione,45.4738768,9.2173342,3/20/2021,lombardia-milano-milano
Via Palmanova,RAPINA,Rapina in Strada,45.4925425,9.230704,3/23/2021,lombardia-milano-milano
"Piazzale Giovanni delle Bande Nere, 20146 Milano MI",FURTO,Furto Ciclo/Motociclo,45.462073,9.136866,3/13/2021,lombardia-milano-milano
"Via Rembrandt, San Siro",RAPINA,Rapina in Strada,45.4696454,9.1540584,3/23/2021,lombardia-milano-milano
"Cerchia dei navigli, 20123 Milano MI",FURTO,Furto Ciclo/Motociclo,45.463691,9.186035,3/7/2021,lombardia-milano-milano
Viale Famagosta,RAPINA,Rapina in Strada,45.4374591,9.1704701,3/17/2021,lombardia-milano-milano
"Via Crema, 17, 20135 Milano MI",FURTO,Furto in Esercizio Commerciale,45.448945,9.202798,1/31/2021,lombardia-milano-milano
Via Lorenzo Bartolini,FURTO,Furto in Esercizio Commerciale,45.4891628,9.1559941,3/24/2021,lombardia-milano-milano
Via Statuto,FURTO,Furto in Esercizio Commerciale,45.4754685,9.186649,3/17/2021,lombardia-milano-milano
"Via Cervignano, 15-7, 20137 Milano MI",RAPINA,Rapina in Strada,45.459337,9.221839,3/27/2019,lombardia-milano-milano
Piazza Cinque Giornate,FURTO,Furto in Esercizio Commerciale,45.4620341,9.2070468,3/14/2021,lombardia-milano-milano
Via Lazzaro Papi,FURTO,,45.4507782,9.2072136,3/28/2021,lombardia-milano-milano
"Via Brisa, 5, 20123 Milano MI",FURTO,Furto in Esercizio Commerciale,45.464673,9.180346,1/12/2021,lombardia-milano-milano
"Via Carlo Farini, 79/81, 20153 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.495507,9.185335,1/15/2020,lombardia-milano-milano
"Piazza Enrico Bottini, 20133 Milano MI",FURTO,Furto Ciclo/Motociclo,45.484681,9.236615,3/7/2021,lombardia-milano-milano
"Corso di Porta Ticinese, 20123 Milano MI",FURTO,Furto Ciclo/Motociclo,45.457333,9.180976,3/7/2021,lombardia-milano-milano
"Via Gratosoglio, 86-98, 20142 Milano MI",FURTO,Furto Ciclo/Motociclo,45.415243,9.169612,3/31/2021,lombardia-milano-milano
"Via Vincenzo Monti, 48, 20123 Milano MI",FURTO,Furto in Abitazione,45.471156,9.168923,1/10/2020,lombardia-milano-milano
"Via Gratosoglio, 86-98, 20142 Milano MI",FURTO,Furto Ciclo/Motociclo,45.415235,9.169563,3/31/2021,lombardia-milano-milano
Via Torino,FURTO,Furto in Esercizio Commerciale,45.4636928,9.1881832,3/22/2021,lombardia-milano-milano
"Via Messina, 7-1, 20154 Milano MI",FURTO,Furto Ciclo/Motociclo,45.481682,9.175749,3/22/2021,lombardia-milano-milano
"Via Federico Tesio, San Siro",FURTO,Furto Ciclo/Motociclo,45.481023,9.1198953,3/18/2021,lombardia-milano-milano
"Piazzale Carlo Maciachini, 20159 Milano MI",FURTO,Furto Ciclo/Motociclo,45.497931,9.184998,3/11/2021,lombardia-milano-milano
"Viale Campania, 20129 Milano MI",FURTO,Furto Auto,45.463999,9.223949,3/13/2021,lombardia-milano-milano
"Piazza Giuseppe Grandi, 20, 20135 Milano MI",RAPINA,Rapina in Strada,45.461624,9.220729,3/22/2021,lombardia-milano-milano
"Via Crema, 17, 20135 Milano MI",FURTO,Furto in Esercizio Commerciale,45.448936,9.202781,1/2/2021,lombardia-milano-milano
Viale Certosa,RAPINA,Rapina in Strada,45.4886709,9.1546411,3/31/2021,lombardia-milano-milano
"Via Giovanni Cimabue, 20148 Milano MI",FURTO,Furto Ciclo/Motociclo,45.487318,9.141126,2/1/2019,lombardia-milano-milano
"Via Vincenzo Monti, 58, 20145 Milano MI",FURTO,Furto in Abitazione,45.472693,9.166858,1/3/2020,lombardia-milano-milano
"Via Giuseppe Dezza, 29, 20144 Milano MI",RAPINA,Rapina in Strada,45.460217,9.16166,2/27/2021,lombardia-milano-milano
"Via Lorenteggio, 20147 Milano MI",RAPINA,Rapina in Strada,45.44908,9.133549,3/27/2019,lombardia-milano-milano
"Via Caravaggio, 17-13, 20144 Milano MI",FURTO,Furto in Abitazione,45.458857,9.162598,3/23/2019,lombardia-milano-milano
"Alzaia Naviglio Grande, 146, 20144 Milano MI",FURTO,Furto Ciclo/Motociclo,45.44736,9.15323,3/12/2018,lombardia-milano-milano
"Via Fabio Massimo, Milano",RAPINA,,45.4347231,9.2273677,2/14/2018,lombardia-milano-milano
"Piazza Sigmund Freud, 20124 Milano MI",FURTO,,45.484249,9.188012,2/3/2019,lombardia-milano-milano
"Via Marco D Agrate, Milano",RAPINA,,45.4369176,9.2127697,1/11/2018,lombardia-milano-milano
"Piazza Armando Diaz, Milano MI",RAPINA,Rapina in Strada,45.462387,9.189736,3/1/2019,lombardia-milano-milano
"Viale Lucania, 20139 Milano MI",RAPINA,Rapina in Strada,45.442029,9.224352,3/3/2019,lombardia-milano-milano
"Vicolo Fiori, 2, 20121 Milano MI",FURTO,Furto in Esercizio Commerciale,45.472008,9.18568,3/1/2019,lombardia-milano-milano
Via Bellerio,FURTO,,45.5174215,9.1752266,1/10/2018,lombardia-milano-milano
"Piazza Cordusio, Milano",RAPINA,,45.4653858,9.1863634,2/25/2021,lombardia-milano-milano
"Via Cavezzali, Milano",FURTO,,45.4969623,9.2296392,2/3/2018,lombardia-milano-milano
"Viale Fulvio Testi, Milano",FURTO,,45.5184729,9.207775,3/21/2018,lombardia-milano-milano
"Via Cerva, Milano",FURTO,,45.4644373,9.198963,2/16/2018,lombardia-milano-milano
"Via Dei Salici, Milano",FURTO,,45.4523233,9.0797625,3/3/2018,lombardia-milano-milano
"Via Sanzio Raffaello, 21, Milano, MI 20149",FURTO,Furto in Abitazione,45.468263,9.15219,3/2/2020,lombardia-milano-milano
"Via Bartolomeo Cabella, 19, 20152 Milano MI",FURTO,Furto Ciclo/Motociclo,45.45918,9.093352,3/24/2019,lombardia-milano-milano
"Via Giuseppe Meda, 30-34, 20141 Milano MI",FURTO,Furto Ciclo/Motociclo,45.442038,9.178823,3/25/2021,lombardia-milano-milano
"Via Melchiorre Gioia, 55, 20124 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.487983,9.199139,2/5/2020,lombardia-milano-milano
"Via Aristotile Fioravanti, 33-23, 20154 Milano MI",FURTO,Furto Ciclo/Motociclo,45.482128,9.175347,3/26/2021,lombardia-milano-milano
"Via S. Vigilio, 20142 Milano MI",FURTO,Furto Ciclo/Motociclo,45.433098,9.162013,3/30/2018,lombardia-milano-milano
"Via Pietro Borsieri, 22-30, 20159 Milano MI",FURTO,Furto Ciclo/Motociclo,45.488167,9.188933,2/22/2020,lombardia-milano-milano
"Via Mac Mahon, Milano",RAPINA,,45.4933998,9.1587863,1/15/2019,lombardia-milano-milano
"Via Trivelli, Opera",FURTO,,45.4893268,9.2311114,2/23/2021,lombardia-milano-milano
"Corso Magenta, Magenta",FURTO,,45.4657431,9.1731659,1/11/2021,lombardia-milano-milano
"Via Don Rodrigo, Milano",RAPINA,,45.4340244,9.1711403,3/12/2018,lombardia-milano-milano
"Via Tommaso Marino, 20121 Milano MI",RAPINA,Rapina in Strada,45.466278,9.190585,2/14/2021,lombardia-milano-milano
"Via Vittor Pisani, 19, 20124 Milano MI",FURTO,Furto in Esercizio Commerciale,45.482997,9.201149,3/3/2018,lombardia-milano-milano
"Via Ugo Guido Mondolfo, 20138 Milano MI",RAPINA,Rapina in Strada,45.447613,9.253023,3/14/2019,lombardia-milano-milano
"Centrale, 20125 Milano MI",FURTO,Furto Ciclo/Motociclo,45.48465,9.202947,2/28/2019,lombardia-milano-milano
"Viale Sarca, Milano",FURTO,,45.5174358,9.2097921,1/4/2018,lombardia-milano-milano
"Viale Monte Grappa, Milano",RAPINA,,45.4807051,9.1902451,1/28/2020,lombardia-milano-milano
"Via Ciri̬ Niguarda, Milano",RAPINA,,45.5114978,9.1946697,3/31/2020,lombardia-milano-milano
"Piazza Wagner, Milano",RAPINA,,45.4682409,9.1561639,3/7/2019,lombardia-milano-milano
"Via Del Pettirosso, Milano",FURTO,,45.457191,9.1208707,1/30/2021,lombardia-milano-milano
"Piazza Fontana, Milano",FURTO,,45.46344,9.1942308,3/13/2021,lombardia-milano-milano
"Via Valsolda, 20142 Milano MI",FURTO,Furto Ciclo/Motociclo,45.442957,9.169759,3/29/2021,lombardia-milano-milano
"Piazza Luigi Einaudi, 20124 Milano MI",FURTO,Furto Ciclo/Motociclo,45.483708,9.195251,3/29/2018,lombardia-milano-milano
"Via Francesco Martinengo, 36, 20139 Milano MI",FURTO,Furto Ciclo/Motociclo,45.443055,9.228148,2/2/2018,lombardia-milano-milano
"Via Termopili, 28, 20127 Milano MI",FURTO,Furto Ciclo/Motociclo,45.492892,9.220095,3/31/2021,lombardia-milano-milano
"Corso Lodi, 3-1, 20135 Milano MI",FURTO,Furto Auto,45.451646,9.202949,1/14/2018,lombardia-milano-milano
"Via Conservatorio, 18-26, 20122 Milano MI",FURTO,Furto Ciclo/Motociclo,45.465958,9.202694,3/19/2020,lombardia-milano-milano
"Corso Italia, 13, 20122 Milano MI",FURTO,Furto Ciclo/Motociclo,45.45964,9.187975,1/14/2019,lombardia-milano-milano
"Via Ascanio Sforza, Milano",RAPINA,,45.4447658,9.176488,3/29/2019,lombardia-milano-milano
"Piazza Leonardo Da Vinci, Milano",RAPINA,,45.4784353,9.2271099,1/21/2021,lombardia-milano-milano
Viale Lombardia,FURTO,,45.4860246,9.223558,2/18/2020,lombardia-milano-milano
"Via Corradino D'Ascanio, 4, 20142 Milano MI",RAPINA,Rapina in Esercizio Commerciale,45.418891,9.176672,3/30/2019,lombardia-milano-milano
"Via Gulli, Milano",FURTO,,45.4652813,9.1321791,2/24/2018,lombardia-milano-milano
"Via Bisceglie, Milano",FURTO,,45.4507197,9.1187048,3/18/2018,lombardia-milano-milano
"Via Pinturicchio, San Vittore Olona",FURTO,,45.4785661,9.2210818,3/3/2021,lombardia-milano-milano
Via Rovello,FURTO,,45.4675002,9.1842582,1/11/2018,lombardia-milano-milano
"Corso Concordia, Milano",FURTO,Furto in Abitazione,45.4678741,9.2086673,1/2/2020,lombardia-milano-milano
Via Gonzaga,RAPINA,,45.4619187,9.1896299,1/27/2020,lombardia-milano-milano
"Via Vincenzo Da Seregno, Segrate",FURTO,,45.5224801,9.174002,1/2/2018,lombardia-milano-milano
"Via Tre Castelli, Corsico",FURTO,,45.4376899,9.1373961,1/29/2018,lombardia-milano-milano
"Via Dei Transiti, Milano",RAPINA,,45.4908035,9.2200657,3/15/2018,lombardia-milano-milano
"Viale Sarca, Milano",FURTO,,45.5174358,9.2097921,3/17/2021,lombardia-milano-milano
"Via Farini, Milano",RAPINA,,45.4901373,9.1834381,1/14/2020,lombardia-milano-milano
Via Palanzone,RAPINA,,45.5186809,9.1934492,3/30/2020,lombardia-milano-milano
"Via Morigi, 9, 20123 Milano MI",FURTO,Furto in Abitazione,45.463278,9.180996,1/4/2020,lombardia-milano-milano
"Via San Nicolao, Milano",FURTO,,45.4667753,9.1770236,2/9/2021,lombardia-milano-milano
"Viale Sarca, Milano",RAPINA,,45.5174358,9.2097921,3/17/2021,lombardia-milano-milano
Via Grazioli,FURTO,,45.5089841,9.172476,3/17/2021,lombardia-milano-milano
"Viale Puglie, Milano",FURTO,,45.4478657,9.2241038,2/3/2020,lombardia-milano-milano
Via Del Popolo,RAPINA,,45.4723067,9.1958072,2/6/2020,lombardia-milano-milano
Piazza Grandi,RAPINA,,45.4619012,9.2202221,3/23/2021,lombardia-milano-milano
"Via Vigevano, Bollate",RAPINA,,45.4530134,9.1731143,2/12/2020,lombardia-milano-milano
Viale Faenza,FURTO,,45.4370742,9.1483846,3/11/2021,lombardia-milano-milano
Via Umbria,FURTO,,45.4544255,9.2156899,3/9/2021,lombardia-milano-milano
"Via Della Moscova, Milano",FURTO,,45.476794,9.1895486,2/9/2021,lombardia-milano-milano
"Via Lorenteggio, 246, 20147 Milano MI",RAPINA,Rapina in Strada,45.445696,9.122838,3/27/2019,lombardia-milano-milano
"Parco Guido Vergani, 20145 Milano MI",RAPINA,Rapina in Strada,45.470631,9.161393,3/31/2021,lombardia-milano-milano
"Via Felice Casati, 12, 20146 Milano MI",FURTO,Furto in Esercizio Commerciale,45.478067,9.2052,2/19/2019,lombardia-milano-milano
"Via S. Pio V, 5, 20123 Milano MI",RAPINA,Rapina in Strada,45.461093,9.177575,2/10/2021,lombardia-milano-milano
